entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Muro Perimetral,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As. Las Tareas A Ejecutar Corresponden A La Pintura Y Reparacion Del Muro Perimetral Del Autodromo.,3659055.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-07-07,2017-06-08,1,100,GarridoMarceloPablo,2017,Contratacion Directa,27-CBAS-2017,20182721094,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tunel Peatonal,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor Del Tunel Peatonal.,931469.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-26,2017-11-07,0,100,NeltecS.R.L.,2017,Contratacion Directa,28-CBAS-2017,30707902341,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Estructura Sobre Barandas En Plateas,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Materializacion De Una Estructura Metalica Alrededor De Las Plateas Sobre Las Barandas Existentes, Logrando Alcanzar Una Altura De 2.00 Mts.",227617.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-07-07,2017-07-27,0,100,MelContruccionesS.R.L,2017,Contratacion Directa,29-CBAS-2017,33714510679,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Tribuna Central,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,"La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As, Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Tribuna Central",1782915.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-12-07,2017-11-08,1,100,CylpS.A,2017,Contratacion Directa,30-CBAS-2017,30567789000,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Intervencion Horquilla,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs As.Las Tareas A Ejecutar Corresponden A La Puesta En Valor De La Horquilla,2272672.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-07-21,2017-08-20,1,100,OznerolS.A.,2017,Contratacion Directa,31-CBAS-2017,30714746371,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Butacas En Platea A,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provision E Instalacion De Butacas En El Sector De Platea A.,840030.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-16,2017-01-07,0,100,DiseñoYEquipamientosS.R.L.,2017,Contratacion Directa,33-CBAS-2017,30708288353,nan
Entorno La Boca,Centro Comercial A Cielo Abierto Av. Almirante Brown (E/ Av. Pedro De Mendoza Y Av. Martin Garcia),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Esta obra tuvo como principal objetivo la puesta en valor del espacio publico en la Avenida Almirante Brown con el objetivo de incentivar el uso, goce y transito seguro del espacio urbano. Se repararon veredas, se incorporaron elementos de alumbrado y se realizo el completamiento del arbolado.",34736770.0,4,la boca,"rodriguez, martin y villafaie, wenceslao",2017-01-05,2017-01-12,0,100,DyncoS.A,2016,nan,nan,30708802812,nan
Autodromo Oscar Y Alfredo Galvez,Autodromo Oscar Y Alfredo Galvez: Puesta En Valor Autodromo De Bs. As. Oscar Y Juan Galvez - Provision E Instalacion De Butacas En Tribuna Central,Finalizada,Espacio Publico,Corporacion Buenos Aires Sur,La Obra Consiste En La Puesta En Valor Del Autodromo De La Ciudad De Bs Aslas Tareas A Ejecutar Corresponden A La Provision E Instalacion De Butacas En El Sector De La Tribuna Central,1436125.0,8,villa riachuelo,"paz, gral. av. y roca, cnel. av.",2017-06-16,2017-07-16,1,100,DiseñoYEquipamientosS.R.L.,2017,Contratacion Directa,35-CBAS-2017,30708288353,nan
Plazas y Parques de Comuna 4,Parque Patricios: Area de servicios.,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Se incorporo un area de servicios en espacios verdes en el playon lindero a la biblioteca infantil Enrique Banchs, la cual se conserva intacta. El programa consta de un sector de confiteria (50m2) y un nucleo de sanitarios (40m2) con accesibilidad universal que cumplimientan lo normado por la Ley 4950. Tambien se incorporo equipamiento exterior en el parque, como bicicleteros, bancos y equipos de actividad fisica.",5818288.0,4,parque patricios,nan,2017-01-07,2017-01-08,0,100,IngenorS.A,2016,nan,nan,30631453461,nan
Entorno Monte Castro,Centro Comercial A Cielo Abierto Av. ilvarez Jonte (E/Joaquin V. Gonzalez Y Lope De Vega),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Los trabajos que se realizaron estan orientados a extender las pautas de diseno existentes en el tramo Lope de Vega -Segurola, al tramo que arranca desde esta ultima hasta la Av. Joaquin V. Gonzalez. Se realizo el recambio de veredas en todo el sector a intervenir, el soterramiento de cables, se renovo y completo la iluminacion a nivel peatonal, y se incorporo arbolado y equipamiento urbano.",54446460.0,10,monte castro,nan,2017-01-08,2018-01-04,12,100,IlubairesS.A,2016,nan,nan,30693811860,nan
Plan Tribunales,Av. Cordoba (E/ Cerrito Y Callao): Rehabilitacion,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"La intervencion propuso la renovacion de las aceras, la incorporacion de planteras y arbolados, continuando con lo realizado en la primera etapa. A su vez se realizo el soterramiento de cables en toda el area de intervencion y se incorporo equipamiento urbano.",21748597.0,1,san nicolas,nan,2016-01-11,2017-01-05,12,100,NakuConstruccionesS.R.L,2016,nan,nan,30575292174,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Corrientes ( E/ Callao Y Pueyrredon).,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan Integral Once, se propuso la reparacion de veredas, la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal y el completamiento del arbolado.",10000000.0,3,balvanera,corrientes av. y pasteur,2017-01-09,2018-01-02,12,100,nan,2017,nan,nan,nan,nan
Eje Corrientes,Centro Comercial a Cielo Abierto Av. Corrientes (E/ Acevedo y Julian ilvarez),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal y el completamiento del arbolado de alineacion. Se incluyo ademas la renovacion del monumento a Osvaldo Pugliese.",19313668.0,15,villa crespo,"corrientes av. y drago, luis maria",2017-01-05,2017-11-20,10,100,Contrata-AltoteS.A,2016,Licitacion Publica,45/SIGAF/2017,nan,27.002.091/DGRU/2016
Eje Corrientes,Eje Corrientes: Centro Comercial A Cielo Abierto Av. Corrientes (E/ Mario Bravo Y Palestina),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal y el completamiento del arbolado de alineacion.",24174549.0,5,almagro,corrientes av. y medrano av.,2017-01-05,2017-09-15,8,100,NakuConstruccionesS.R.L,2016,Licitacion Publica,nan,30575292174,nan
Eje Civico,"Avenida de Mayo, Entorno plazas, Virrey Cevallos: Renovacion ",Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco de la puesta en valor del eje civico, se propuso la renovacion de aceras en el entorno de la Plaza Congreso, la reparacion y mantenimiento de aceras en el entorno de Plaza de Mayo y Av. de Mayo, el ajuste del ritmo de arbolado y alumbrado. Se proyecto tambien la iluminacion de arboles en puntos estrategicos, la rehabilitacion de las superficies de plazoletas sobre Saenz Pena y el ajuste de radios de esquinas en Av. de Mayo.",38030890.0,1,montserrat,nan,2016-01-11,2017-08-08,19,100,AltoteS.A,2016,nan,nan,30707431896,nan
Entorno Flores,Centro Comercial A Cielo Abierto Av. Gaona (E/ Donato ilvarez Y Argerich),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, la intervencion realizada corresponde a la Avenida Gaona, incluyendo el perimetro de la plaza comprendida entre las calles Gavilan, Caracas, Luis Viale y Av. Gaona. La intervencion propuso la renovacion del solado de veredas, incluyendo el soterrado del cableado aereo, el completamiento del arbolado de alineacion retirando aquellos ejemplares que se encontraban en mal estado y plantando nuevos. Se incorporaron luminarias peatonales y se actualizaron a tecnologia led aquellos artefactos que eran de mercurio halogenado para reforzar la iluminacion de la avenida. Se incorporo equipamiento urbano para incentivar el uso, goce y transito seguro del espacio urbano.",37299609.0,7,flores,nan,2017-01-05,2017-01-12,0,100,DyncoS.A,2016,nan,nan,30708802812,nan
Entorno Boedo,"Esquinas Salcedo, Marmol, Las Casas y Muniz: Puesta en valor del entorno ",Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Se realizo la nivelacion de calzada y vereda en las esquinas, la incorporacion de nuevas pergolas y areas de recreacion y descanso, se reforzo la iluminacion peatonal, se realizo el completamiento del arbolado urbano, y el ordenamiento vehicular.",20737985.0,5,boedo,nan,2017-01-07,2017-07-03,6,100,MiavasaS.A,2016,nan,nan,30677303863,nan
Entorno Villa Devoto,Centro Comercial A Cielo Abierto Av. Lope De Vega (E/ Tinogasta Y Gral. Paz),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion de aceras, el ordenamiento del espacio publico, la correccion del ritmo arbolado y alumbrado, la intensificacion del alumbrado peatonal y se propusieron nuevos cruces nivelados.",29209398.0,11,villa devoto,nan,2017-01-03,2017-08-01,7,100,MiavasaS.A,2016,nan,nan,30677303863,nan
Entorno Barracas,Centro Comercial a Cielo Abierto Av. Montes De Oca (E/ B Quinquela y Av. Martin Garcia),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la incorporacion de nuevo arbolado, incorporacion de farolas ornamentales led en aceras, incorporacion de luminarias viales led en el boulevard de montes de oca, renovacion total de aceras, soterrado de servicios e incorporacion de nuevo equipamiento urbano.",28054630.0,4,barracas,nan,2017-01-11,2018-09-01,20,100,InstalectroS.A.,2017,nan,nan,33661628729,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Pueyrredon Tramo I,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Obra enmarcada en el Plan Integral Once, propuso la reparacion de veredas, la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal, el completamiento del arbolado y mobiliario urbano.",8200000.0,3,balvanera,"mitre, bartolome y pueyrredon av.",2018-01-17,2018-01-17,0,100,MiavasaS.A,2017,nan,nan,30677303863,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Pueyrredon Tramo II,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Obra enmarcada en el Plan Integral Once, propone la reparacion de veredas la renovacion integral de aceras, cazoletas y vados peatonales, el soterramiento de cableado aereo, la incorporacion de iluminacion peatonal, el completamiento del arbolado y mobiliario urbano.",15300000.0,3,balvanera,pueyrredon av. y sarmiento,2018-01-17,2018-01-17,0,100,MiavasaS.A,2017,nan,nan,30677303863,nan
Entorno Flores,Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Helguera Y Av. Donato ilvarez),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se propuso la renovacion y reparacion de veredas en todo el sector, se refuerzo y corrigio la iluminacion peatonal, se incorporo arbolado, se realizo un ordenamiento del espacio publico y el soterramiento del cableado aereo. A su vez, se propuso la nivelacion de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.",54975940.0,7,flores,nan,2017-01-06,2018-05-31,16,100,PelqueS.A,2016,nan,nan,30707761535,nan
Entorno Once,Centro Comercial A Cielo Abierto Av. Rivadavia (E/ Callao Y Pueyrredon),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan Once, se propuso la renovacion y reparacion de veredas en todo el sector, se reforzo y corrigio la iluminacion peatonal, se incorporo arbolado, se hizo un ordenamiento del espacio publico y el soterramiento del cableado aereo. A su vez, se propuso la nivelacion de algunos cruces peatonales, para acentuar la continuidad del recorrido peatonal.",25755320.0,3,balvanera,"rivadavia av. y colombo, carlos ambrosio",2018-01-02,2018-01-11,0,100,AlgieriS.A,2017,Licitacion Publica,1549/SIGAF/2017,30699339810,23058047/DGRU/2017
Entorno Boedo,Centro Comercial a Cielo Abierto Av. San Juan (E/ Colombres y Virrey Liniers),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, se realizo la reparacion y reposicion de aceras, ordenamiento general, correccion ritmo arbolado y alumbrado, e intensificacion del alumbrado peatonal.",5868243.0,5,boedo,nan,2016-01-10,2016-01-12,0,100,NakuConstruccionesS.R.L,2016,nan,nan,30575292174,nan
Entorno Palermo,Paseo Av. Sarmiento (Ramirez),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Puesta en valor de la Av. Sarmiento y el Paseo Ramirez. Se propuso la renovacion de veredas en un amplio sector y se incorporo una darsena vehicular. A su vez, la propuesta mejoro las cualidades ambientales del area mediante la incorporacion de arbolado y equipamiento urbano.",24627378.0,14,palermo,nan,2016-01-11,2017-01-05,12,100,AltoteS.A,2016,nan,nan,30707431896,nan
Entorno Flores,Centro Comercial A Cielo Abierto Av. Varela (E/ Eva Peron Y Bajo Autopista Au. 25 De Mayo),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco del Plan de puesta en valor de centros comerciales a cielo abierto, en Av. Varela, en el tramo comprendido entre la calle Primera Junta y la Av. Eva Peron, se propuso el recambio de la totalidad de las veredas, el soterramiento de cables, la renovacion de la iluminacion a nivel peatonal, la incorporacion de arbolado, nuevas rampas de accesibilidad e intervenciones artisticas en el sector del bajo autopista.",12012804.0,7,flores,nan,2017-01-04,2017-11-15,10,100,AvincoConstruccionesS.A,2016,nan,nan,33622606939,nan
Entorno Saavedra,Boulevard San Isidro Labrador: Renovacion,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Se canalizaron flujos vehiculares mediante intervencion peatonal. Se realizo la demarcacion de sendas peatonales logrando cruces seguros y cortos. Se ejecutaron nuevos vados peatonales. Se realizo la demarcacion horizontal en los extremos del Boulevard evitando el estacionamiento indebido. Se incorporo mobiliario urbano en las intervenciones peatonales. Se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.,11291008.0,12,saavedra,nan,2016-01-09,2017-01-03,12,100,SalvatoriS.AParquesYJardines,2016,nan,nan,30512700124,nan
Entorno Flores,Centro Comercial A Cielo Abierto Avellaneda E/ Terrada Y Emilio Lamarca,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Se canalizaron flujos vehiculares mediante intervencion peatonal. Se realizo la demarcacion de sendas peatonales logrando cruces seguros y cortos. Se ejecutaron nuevos vados peatonales. Se realizo la demarcacion horizontal en los extremos del Boulevard evitando el estacionamiento indebido. Se incorporo mobiliario urbano en las intervenciones peatonales. Se coloraron elementos reflectivos para incrementar la visibilidad en las intersecciones.,47806102.0,7,flores,nan,2017-01-03,2017-09-10,8,100,DaFréObrasCivilesS.A,2016,nan,nan,30711388768,nan
Entorno Constitucion,Centro Trasbordo Constitucion,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"El proyecto para el centro de trasbordo de constitucion, que unifico la estacion Garay del metrobus sur y la cabecera de la linea c de subte, incluyo la instalacion de una cubierta vidriada de 2300 metros cuadrados, la construccion de un nuevo vestibulo sobre la plaza con una boleteria, la ampliacion de un anden lateral, la renovacion de los solados guia de los andenes, la colocacion de torretas de ventilacion que aseguran el flujo de aire en la estacion y brindan iluminacion natural, el reemplazo de la luminaria antigua por iluminacion led, la incorporacion de carteleras con informacion y mapas, y la construccion de dos locales comerciales.",112000000.0,1,constitucion,nan,2014-01-12,2017-03-31,38,100,BriconsS.A.I.C.F.I.-MiavasaS.A.-UnionTransitoriaDeEmpresas,2014,nan,nan,30714595241,nan
Entorno Lugano,Conector Ambiental Av. Soldado De La Frontera,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Se llevo a cabo la ampliacion, renovacion y el equipamiento integral de veredas y canteros en darsenas para colectivos, plazas y plazoletas. Tambien el completamiento y ampliacion de especies arboreas, la ampliacion de espacios verdes en boulevares, darsenas y plazoletas, la iluminacion peatonal, nuevos cruces peatonales elevados y rampas.",51274163.0,8,villa lugano,nan,2016-01-11,2017-08-15,19,100,MiavasaS.A,2016,nan,nan,30677303863,nan
Corredor Verde Del Oeste,Corredor Verde del Oeste: Tramo I - Cruce Medrano,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Como primera intervencion del proyecto de Techos FFCC Sarmiento esta obra comprendio la rectificacion de la calle Bartolome Mitre y el ensanche de esquina con el objetivo de mejorar la circulacion vehicular, aumentar la superficie verde, generar nuevos patios de juegos y postas de descanso. El proyecto tambien comprendio la renovacion e incorporacion del mobiliario urbano, refuerzo de la iluminacion, e incorporacion de arbolado.",60212823.0,5,almagro,nan,2016-01-12,2018-08-31,31,100,BriconsS.A.I.C.F.I.-ConstruereIngenieriaS.A.-UnionTransitoria,2016,nan,nan,30715430807,nan
Eje Corrientes,Corrientes Cultural - Etapa I (E/ Pellegrini y Suipacha),Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Obra que amplio, ordeno y genero nuevos espacios publicos de circulacion peatonal, teniendo en cuenta todas las variables que componen el entorno urbano (alumbrado, buses, veredas, equipamiento, etc.) para potenciar la oferta cultural y gastronomica de una de las avenidas emblematicas de Bs. As.",13333334.0,1,san nicolas,"corrientes av. y pellegrini, carlos",2017-01-11,2018-07-15,18,100,nan,2017,nan,nan,nan,nan
